title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_lbs,reps,distance_miles,duration_seconds,rpe
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Fire Hydrants,,,1,normal,,20,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Fire Hydrants,,,2,normal,,20,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Fire Hydrants,,,3,normal,,20,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Goblet Squat,,,0,normal,25,15,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Goblet Squat,,,1,normal,25,15,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Goblet Squat,,,2,normal,25,12,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Goblet Squat,,,3,normal,25,15,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Shoulder Press (Dumbbell),,,0,normal,25,15,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Shoulder Press (Dumbbell),,,1,normal,35,15,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Shoulder Press (Dumbbell),,,2,normal,40,15,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Shoulder Press (Dumbbell),,,3,normal,50,9,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Shoulder Press (Dumbbell),,,4,normal,45,10,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Upright Row (Barbell),,,0,normal,40,15,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Upright Row (Barbell),,,1,normal,60,15,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Upright Row (Barbell),,,2,normal,60,15,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Upright Row (Barbell),,,3,normal,60,12,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Front Raise (Cable),,,0,normal,20,15,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Front Raise (Cable),,,1,normal,25,8,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Front Raise (Cable),,,2,normal,20,13,,,
Hips Don’t Lie - Shakira,"30 Aug 2024, 22:26","30 Aug 2024, 23:54",,Front Raise (Cable),,,3,normal,20,12,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Squat (Smith Machine),,,0,warmup,95,15,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Squat (Smith Machine),,,1,normal,125,15,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Squat (Smith Machine),,,2,normal,145,15,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Squat (Smith Machine),,,3,normal,165,15,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Squat (Smith Machine),,,4,normal,175,8,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Squat (Smith Machine),,,5,normal,155,12,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Standing Calf Raise (Smith),,,0,normal,45,15,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Standing Calf Raise (Smith),,,1,normal,55,15,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Standing Calf Raise (Smith),,,2,normal,65,14,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Standing Calf Raise (Smith),,,3,normal,65,13,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Seated Leg Curl (Machine),,,0,normal,70,15,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Seated Leg Curl (Machine),,,1,normal,90,15,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Seated Leg Curl (Machine),,,2,normal,110,15,,,
I'm Still Standing - Elton John,"28 Aug 2024, 22:04","28 Aug 2024, 23:09",,Seated Leg Curl (Machine),,,3,normal,122.5,7,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Pull Up (Assisted),,,0,warmup,75,10,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Pull Up (Assisted),,,1,normal,60,15,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Pull Up (Assisted),,,2,normal,50,15,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Pull Up (Assisted),,,3,normal,35,11,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Pull Up (Assisted),,,4,normal,45,12,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Pull Up (Assisted),,,5,normal,50,9,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Seated Row (Machine),,,0,normal,45,15,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Seated Row (Machine),,,1,normal,45,15,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Seated Row (Machine),,,2,normal,50,12,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Seated Row (Machine),,,3,normal,45,13,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Seated Cable Row - V Grip (Cable),,,0,normal,100,15,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Seated Cable Row - V Grip (Cable),,,1,normal,115,14,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Seated Cable Row - V Grip (Cable),,,2,normal,120,11,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Seated Cable Row - V Grip (Cable),,,3,normal,105,13,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Shrug (Dumbbell),,,0,normal,40,15,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Shrug (Dumbbell),,,1,normal,45,13,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Shrug (Dumbbell),,,2,normal,50,12,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Shrug (Dumbbell),,,3,normal,45,12,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Hammer Curl (Cable),,,0,normal,60,15,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Hammer Curl (Cable),,,1,normal,70,15,,,
Back in Black - AC/DC,"27 Aug 2024, 21:32","27 Aug 2024, 22:52",,Hammer Curl (Cable),,,2,normal,80,12,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Bench Press (Smith Machine),,,0,warmup,75,15,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Bench Press (Smith Machine),,,1,normal,95,15,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Bench Press (Smith Machine),,,2,normal,115,15,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Bench Press (Smith Machine),,,3,normal,130,15,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Bench Press (Smith Machine),,,4,normal,125,9,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Bench Press (Smith Machine),,,5,normal,115,13,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Incline Bench Press (Dumbbell),,,0,normal,25,12,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Incline Bench Press (Dumbbell),,,1,normal,25,15,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Incline Bench Press (Dumbbell),,,2,normal,30,14,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Incline Bench Press (Dumbbell),,,3,normal,35,13,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Pullover (Dumbbell),,,0,normal,25,15,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Pullover (Dumbbell),,,1,normal,35,15,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Pullover (Dumbbell),,,2,normal,40,13,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Pullover (Dumbbell),,,3,normal,45,13,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Chest Dip (Assisted),,,0,normal,30,14,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Chest Dip (Assisted),,,1,normal,45,12,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Chest Dip (Assisted),,,2,normal,60,11,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Chest Dip (Assisted),,,3,normal,60,14,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Triceps Pushdown,,,0,normal,40,15,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Triceps Pushdown,,,1,normal,55,15,,,
Shoulder Boulders - S3rl,"26 Aug 2024, 21:57","26 Aug 2024, 23:00",,Triceps Pushdown,,,2,normal,55,12,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Deadlift (Smith Machine),,,0,warmup,125,10,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Deadlift (Smith Machine),,,1,normal,180,10,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Deadlift (Smith Machine),,,2,normal,215,8,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Deadlift (Smith Machine),,,3,normal,245,8,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Deadlift (Smith Machine),,,4,normal,295,2,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Leg Press (Machine),,,0,normal,270,10,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Leg Press (Machine),,,1,normal,350,8,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Leg Press (Machine),,,2,normal,410,8,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Leg Press (Machine),,,3,normal,470,6,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Hip Thrust (Barbell),,,0,normal,135,10,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Hip Thrust (Barbell),,,1,normal,165,8,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Hip Thrust (Barbell),,,2,normal,185,8,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Hip Thrust (Barbell),,,3,normal,215,6,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Reverse Lunge (Dumbbell),0,,0,normal,25,10,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Reverse Lunge (Dumbbell),0,,1,normal,30,8,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Reverse Lunge (Dumbbell),0,,2,normal,30,8,,,
Legs,"22 Aug 2024, 21:41","22 Aug 2024, 23:13",,Goblet Squat,0,,0,normal,55,10,,,
